,Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,FAR_Description,Schedule,Purpose_of_flight,Air_carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_phase_of_flight,Report_Status,Publication_Date,Year,State,Region,Total_Passengers,Fatality_pct,Injured_pct,Airplane_Damage,Airplane_Damage_quant
72511,20120820X22449,Accident,CEN12LA556,2012-08-19,"Sidney, NE",United States,041559N,0102596W,KSNY,Sidney Municipal/Lloyd W. Carr,Non-Fatal,Substantial,Airplane,N68564,Bellanca,7GCBC,No,1.0,Reciprocating,091,,Personal,John & Lynn Mundoff,0.0,0.0,0.0,2.0,VMC,,"The pilot's misuse of the brakes during landing, which resulted in the airplane nosing over.",25-09-2020,2012,NE,NW,2.0,0.0,0.0,Substantial,2
72512,20120820X44621,Accident,ERA12CA516,2012-08-19,"West Liberty, KY",United States,375431N,0083154W,9I3,West Liberty Airport,Non-Fatal,Substantial,Airplane,N4746J,Beech,A23-19,No,1.0,Reciprocating,091,,Personal,QUIRK JAMES M,0.0,0.0,1.0,1.0,VMC,,"The pilot's delayed decision to abort a takeoff, which resulted in a runway excursion.",25-09-2020,2012,KY,NE,2.0,0.0,50.0,Substantial,2
72519,20120905X81637,Accident,WPR12CA399,2012-08-20,"Hood River, OR",United States,454013N,0121326W,4S2,Ken Jernstedt Airfield,Non-Fatal,Substantial,Airplane,N34SR,Cessna,182F,No,1.0,Reciprocating,091,,Personal,CLASSIC WINGS AERO SERVICES,0.0,0.0,0.0,3.0,VMC,,The pilot's improper landing flare and inadequate recovery from a bounced landing.,25-09-2020,2012,OR,NW,3.0,0.0,0.0,Substantial,2
72522,20120826X34915,Accident,WPR12CA368,2012-08-21,"McMinnville, OR",United States,451140N,0123810W,MMV,McMinnville Municipal Airport,Non-Fatal,Substantial,Airplane,N8154N,Piper,PA-28-140,No,1.0,Reciprocating,091,,Personal,PACIFIC FLYERS INC,0.0,0.0,0.0,1.0,VMC,,"The pilots loss of directional control during the takeoff roll, which resulted in a runway excursion.",25-09-2020,2012,OR,NW,1.0,0.0,0.0,Substantial,2
72523,20120822X35417,Accident,ERA12LA522,2012-08-22,"Hernando Beach, FL",United States,282535N,0824135W,,,Non-Fatal,Substantial,Airplane,N2970G,Piper,PA-28RT-201T,No,1.0,Reciprocating,091,,Personal,TURBO ARROW AVIATION LLC,0.0,0.0,0.0,1.0,VMC,,A partial loss of engine power due to a blockage of the No. 6 cylinder fuel injector nozzle.,25-09-2020,2012,FL,SE,1.0,0.0,0.0,Substantial,2
72524,20120822X51704,Accident,CEN12CA564,2012-08-22,"Boulder, CO",United States,040221N,1051332W,KBDU,Boulder Municipal Airport,Non-Fatal,Substantial,Airplane,N85S,Cessna,T210N,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,3.0,VMC,,"The pilots decision to continue the unstable approach, which resulted in a loss of control during landing and a runway excursion.",25-09-2020,2012,CO,SW,4.0,0.0,25.0,Substantial,2
72525,20120823X95947,Accident,ERA12CA523,2012-08-22,"Bedford, PA",United States,004056N,0783033W,HMZ,Bedford County Airport,Non-Fatal,Substantial,Airplane,N9858L,Grumman American Avn. Corp.,AA-1B,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain control of the airplane during the landing and subsequent go-around. Contributing to the accident was the pilot's failure to shutoff the carburetor heat during the attempted go-around and the weight at which the airplane was being operated.,25-09-2020,2012,PA,NE,2.0,0.0,0.0,Substantial,2
72527,20120911X05334,Accident,ERA12CA558,2012-08-22,"Burlington, NC",United States,036255N,0792829W,BUY,Burlington-Alamance Regional,Non-Fatal,Substantial,Airplane,N331DP,Beech,35-C33,No,1.0,Reciprocating,091,,Personal,MAC AIR INC,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper landing flare, which resulted in a hard landing.",25-09-2020,2012,NC,SE,1.0,0.0,0.0,Substantial,2
72528,20120823X02434,Accident,ERA12LA524,2012-08-23,"Riverview, FL",United States,275242N,0822048W,,,Non-Fatal,Substantial,Airplane,N362DM,Piper,PA-32R-301T,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,,"Damage to the propeller governor gasket during installation by unknown persons, which resulted in a total loss of engine oil in flight and a subsequent forced landing.",25-09-2020,2012,FL,SE,3.0,0.0,0.0,Substantial,2
72529,20120823X20225,Accident,WPR12LA366,2012-08-23,"Scappoose, OR",United States,045469N,1225125W,SPB,Scappoose Industrial Airpark,Non-Fatal,Substantial,Airplane,N222BP,Piper,PA-30 B,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The failure of the landing gear to fully extend as a result of a failure of the landing gear transmission assembly for reasons that could not be determined based on the available evidence. ,,2012,OR,NW,1.0,0.0,0.0,Substantial,2
72531,20120826X03612,Accident,ERA12CA531,2012-08-23,"Lyman, MS",United States,303037N,0089850W,MS82,Shade Tree Field,Non-Fatal,Substantial,Airplane,N65747,Cessna,172P,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilot's loss of directional control during takeoff as a result of his attempt to close an unsecured cockpit window.,25-09-2020,2012,MS,SE,1.0,0.0,0.0,Substantial,2
72532,20120826X83827,Accident,ERA12CA529,2012-08-23,"Winter Haven, FL",United States,028346N,0814511W,GIF,Winter Haven's Gilbert Airport,Non-Fatal,Substantial,Airplane,N340C,Stinson,108-2,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain directional control during the takeoff, which resulted in a runway excursion.",25-09-2020,2012,FL,SE,1.0,0.0,0.0,Substantial,2
72534,20120824X21421,Accident,ERA12LA525,2012-08-24,"Ormond Beach, FL",United States,291810N,0081628W,OMN,Ormond Beach,Non-Fatal,Substantial,Airplane,N24264,Cessna,152,No,1.0,Reciprocating,091,,Personal,SUNRISE AVIATION INC,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper decision to take off again after a successful abort due to diminished airplane climb performance. Contributing to the accident was carburetor icing during the taxi, which resulted in the loss of engine performance.",25-09-2020,2012,FL,SE,1.0,0.0,0.0,Substantial,2
72535,20120826X82523,Accident,CEN12FA571,2012-08-24,"Milner, CO",United States,403045N,0010722W,,,Fatal,Substantial,Airplane,N7774P,Piper,PA-24-250,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The student pilot's impairment from alcohol, marijuana, and hypoxia, which adversely affected his ability to maintain control of the airplane.",25-09-2020,2012,CO,SW,1.0,100.0,0.0,Substantial,2
72539,20120828X94916,Accident,CEN12LA583,2012-08-24,"Arrow Rock, MO",United States,003946N,0925645W,,,Non-Fatal,Substantial,Airplane,N63672,Cessna,150M,No,1.0,Reciprocating,091,,Personal,Pilot,0.0,0.0,0.0,1.0,VMC,,"The pilot's inadequate fuel management and in-flight decision making, which resulted in a total loss of engine power due to fuel exhaustion.",25-09-2020,2012,MO,NE,1.0,0.0,0.0,Substantial,2
72542,20120904X11344,Accident,CEN12CA595,2012-08-24,"Comfort, TX",United States,295544N,0985625W,17TE,Comfort Airpark,Non-Fatal,Substantial,Airplane,N9771E,Aeronca,11AC,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilot did not maintain control of the airplane after takeoff, which resulted in an inadvertent stall.",25-09-2020,2012,TX,SW,1.0,0.0,100.0,Substantial,2
72545,20120825X91616,Accident,WPR12LA367,2012-08-25,"Pacoima, CA",United States,351553N,1182516W,WHP,Whiteman Airport,Non-Fatal,Substantial,Airplane,N9409E,Aeronca,11AC,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,2.0,0.0,VMC,,A total loss of engine power on approach for landing due to a combination of the low fuel level and fuel contamination.,25-09-2020,2012,CA,SW,2.0,0.0,100.0,Substantial,2
72551,20120828X34805,Accident,ANC12LA093,2012-08-25,"Nikolai, AK",United States,623019N,1535315W,,,Non-Fatal,Substantial,Airplane,N729RV,Cessna,U206D,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The total loss of engine power for reasons that could not be determined because the engine was not made available for examination.,25-09-2020,2012,AK,NW,1.0,0.0,0.0,Substantial,2
72552,20120828X71122,Accident,CEN12LA580,2012-08-25,"Spearfish, SD",United States,044498N,1035919W,SPF,Black Hills Airport-Clyde Ice,Non-Fatal,Substantial,Airplane,N140XX,Cessna,140,No,1.0,Reciprocating,091,,Personal,BOWEN BRUCE C,0.0,0.0,0.0,1.0,VMC,,The partial loss of engine power due to debris lodged beneath the throttle body of the carburetor venturi.,25-09-2020,2012,SD,NW,1.0,0.0,0.0,Substantial,2
72553,20120828X83828,Accident,CEN12CA576,2012-08-25,"Watkins, CO",United States,039460N,1043130W,KFTG,Front Range Airport,Non-Fatal,Substantial,Airplane,N215VS,Cirrus Design Corp,SR20,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilot did not maintain control of the airplane while landing in gusty wind conditions.,25-09-2020,2012,CO,SW,1.0,0.0,0.0,Substantial,2
72554,20120904X70816,Accident,ERA12WA544,2012-08-25,"Agua Clara, Brazil",Brazil,195752S,0005325W,,,Fatal,Destroyed,Airplane,PT-OKZ,Cessna,210N,No,1.0,Reciprocating,NUSN,,Personal,Orestes Prata Tibery Jr,3.0,0.0,0.0,0.0,,,,25-09-2020,2012,,,3.0,100.0,0.0,Destroyed,3
72555,20120826X33639,Accident,ERA12FA526,2012-08-26,"Dayton, VA",United States,382516N,0079716W,,,Fatal,Substantial,Airplane,N9200S,Beech,B24R,No,1.0,Reciprocating,091,,Personal,HALL BRIAN F,1.0,0.0,0.0,0.0,IMC,,"The pilot's improper fuel management, which resulted in fuel starvation and a total loss of engine power. Contributing to the accident was the noninstrument-rated pilot's decision to attempt a visual flight rules flight in instrument meteorological conditions over mountainous terrain.",25-09-2020,2012,VA,NE,1.0,100.0,0.0,Substantial,2
72558,20120827X12111,Accident,WPR12FA369,2012-08-26,"South Lake Tahoe, CA",United States,385338N,1195943W,TVL,Lake Tahoe Airport,Fatal,Substantial,Airplane,N588ET,Piper,PA-32-301T,No,1.0,Reciprocating,091,,Personal,,5.0,0.0,0.0,0.0,VMC,,"A partial loss of engine power for reasons that could not be determined because examinations revealed no evidence of mechanical anomalies with the airframe or engine that would have precluded normal operation and the pilots decision to continue the departure in dark night conditions with the engine not producing full power. 
",25-09-2020,2012,CA,SW,5.0,100.0,0.0,Substantial,2
72559,20120827X23945,Accident,WPR12CA370,2012-08-26,"Madera, CA",United States,036585N,0120446W,KMAE,Madera Municipal Airport,Non-Fatal,Substantial,Airplane,N6346S,Cessna,150G,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilot's mismanagement of the fuel supply, which resulted in fuel exhaustion.",25-09-2020,2012,CA,SW,1.0,0.0,100.0,Substantial,2
72560,20120827X42606,Accident,ERA12LA532,2012-08-26,"East Hampton, NY",United States,405734N,0072156W,HTO,East Hampton Airport,Non-Fatal,Substantial,Airplane,N557M,Mooney,M20C,No,1.0,Reciprocating,091,,Personal,BOCHTER STEVEN R,0.0,0.0,2.0,0.0,VMC,,A loss of engine power for reasons that could not be determined because postaccident examination of the engine did not reveal any failures or malfunctions that would have precluded normal operation.,25-09-2020,2012,NY,NE,2.0,0.0,100.0,Substantial,2
72564,20120828X44643,Accident,WPR12LA373,2012-08-27,"Alturas, CA",United States,412549N,1203149W,KAAT,Alturas,Non-Fatal,Substantial,Airplane,C-GFCK,Cessna,P210,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,A loss of engine power due to fuel vaporization. Contributing to the accident was the pilots failure to use the auxiliary fuel pump when he noticed a degradation in the airplanes climb performance.,,2012,CA,SW,1.0,0.0,0.0,Substantial,2
72570,20120829X00403,Accident,ANC12CA094,2012-08-28,"Delta Junction, AK",United States,064330N,0144150W,PVT,Slate Creek,Non-Fatal,Substantial,Airplane,N4316Z,Piper,PA-18-150,No,1.0,Reciprocating,091,,Personal,Richard T Gardner,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to identify the appropriate touchdown point, which resulted in a nose over.",25-09-2020,2012,AK,NW,1.0,0.0,0.0,Substantial,2
72571,20120829X31958,Accident,CEN12CA585,2012-08-28,"Brookville, OH",United States,395145N,0842559W,KI62,Brookville Air-Park,Non-Fatal,Substantial,Airplane,N2909A,Cessna,180,No,1.0,Reciprocating,091,,Personal,RASOR WILLIAM E,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control of the airplane during the attempted takeoff in gusting crosswind conditions.,25-09-2020,2012,OH,NE,2.0,0.0,0.0,Substantial,2
72579,20120830X73434,Accident,CEN12FA586,2012-08-29,"Canton, MO",United States,040545N,0913312W,,,Fatal,Substantial,Airplane,N1486P,Piper,PA-23-150,No,2.0,Reciprocating,091,,Personal,John R. Johnson,2.0,0.0,0.0,0.0,VMC,,"The pilot's improper decision to attempt to execute a forced landing to an open field with obstacles. Contributing to the accident was the left engines total loss of power due to fuel starvation as a result of the introduction of air into the fuel system through a gascolator seal breach and the pilots use of an improper substance on the left wing gascolator bowl during maintenance operations, which led to the gascolator seal breach.",25-09-2020,2012,MO,NE,2.0,100.0,0.0,Substantial,2
72582,20120830X11045,Accident,WPR12CA376,2012-08-30,"Terrebonne, OR",United States,441952N,1212210W,61OR,The Citadel,Non-Fatal,Substantial,Airplane,N4849E,Champion,7FC,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,"The pilot's physical impairment, which adversely affected his ability to properly operate the airplane.",25-09-2020,2012,OR,NW,1.0,0.0,100.0,Substantial,2
72587,20120903X33336,Accident,WPR12LA392,2012-08-30,"Kemmerer, WY",United States,414926N,1103324W,,,Non-Fatal,Substantial,Airplane,N7321E,Cessna,210,No,1.0,Reciprocating,091,,Personal,Ernest P. Jessop,0.0,0.0,0.0,2.0,VMC,,The total loss of engine power due to fuel exhaustion. Contributing to the accident was the incorrect installation of the fuel bladder tanks.,25-09-2020,2012,WY,NW,2.0,0.0,0.0,Substantial,2
72588,20120903X34147,Accident,WPR12LA394,2012-08-30,"Healdsburg, CA",United States,038399N,1225355W,,,Non-Fatal,Substantial,Airplane,N1299R,Bellanca,14-19-3,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The loss of engine power during cruise flight due to the failure of the engine-driven fuel pump as a result of unidentified debris within the vapor return jet.,25-09-2020,2012,CA,SW,2.0,0.0,0.0,Substantial,2
72591,20120831X05957,Accident,ANC12FA095,2012-08-31,"Homer, AK",United States,593134N,1512030W,,,Fatal,Substantial,Airplane,N57511,Bellanca,7GCBC,No,1.0,Reciprocating,091,,Personal,VONDERHEIDE GEORGE H,1.0,0.0,0.0,0.0,,,The pilot's failure to see and avoid high tension power lines.,25-09-2020,2012,AK,NW,1.0,100.0,0.0,Substantial,2
72594,20120901X00238,Accident,ERA12LA539,2012-08-31,"Canadensis, PA",United States,041130N,0751458W,8N4,Flying Dollar Airport,Non-Fatal,Substantial,Airplane,N391R,Cessna,172M,No,1.0,Reciprocating,091,,Personal,KURTZ ANDREW D,0.0,0.0,0.0,2.0,VMC,,The pilots failure to attain a proper glidepath.,25-09-2020,2012,PA,NE,2.0,0.0,0.0,Substantial,2
72595,20120901X24524,Accident,WPR12CA381,2012-08-31,"Gerlach, NV",United States,405927N,1185743W,,,Non-Fatal,Substantial,Airplane,N3946Q,Cessna,A185F,No,1.0,Reciprocating,091,,Personal,MENNEN PAUL,0.0,0.0,0.0,4.0,VMC,,The pilot's failure to maintain directional control during the takeoff roll.,25-09-2020,2012,NV,SW,4.0,0.0,0.0,Substantial,2
72596,20120901X24851,Accident,WPR12LA382,2012-08-31,"Chelan, WA",United States,047563N,1195241W,,,Non-Fatal,Substantial,Airplane,N132PC,Mooney,M20J,No,1.0,Reciprocating,091,,Personal,HARSHMAN MAX M,0.0,1.0,0.0,0.0,VMC,,A loss of engine power during climb for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation. ,,2012,WA,NW,1.0,0.0,100.0,Substantial,2
72598,20120901X25234,Accident,WPR12LA383,2012-08-31,"Olympia, WA",United States,465810N,0122549W,OLM,Olympia Regional,Non-Fatal,Substantial,Airplane,N300ZX,Cessna,177RG,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,A loss of directional control during landing for reasons that could not be determined because postaccident examination of the nose gear steering mechanism did not reveal any anomalies that would have precluded normal operation.,25-09-2020,2012,WA,NW,1.0,0.0,0.0,Substantial,2
72599,20120901X25532,Accident,WPR12LA384,2012-08-31,"St. Johns, AZ",United States,343047N,1092221W,SJN,St Johns Industrial Air Park,Non-Fatal,Substantial,Airplane,N5458N,Cessna,182R,No,1.0,Reciprocating,091,,Personal,Bruce D. Lisle,0.0,1.0,0.0,0.0,VMC,,"The pilots delay in executing a go-around, which resulted in a runway overrun. Contributing to the accident were the pilots failure to establish the proper glidepath and airspeed on final approach and his improper use of flaps during the go-around. ",25-09-2020,2012,AZ,SW,1.0,0.0,100.0,Substantial,2
72604,20120905X22842,Accident,WPR12LA396,2012-08-31,"Oceano, CA",United States,003563N,1203712W,L52,OCEANO COUNTY,Non-Fatal,Substantial,Airplane,N4454D,Beech,G35,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,,"The pilots exceedance of the design maneuvering speed during descent in turbulence, which resulted in structural damage to the aft fuselage. ",25-09-2020,2012,CA,SW,3.0,0.0,0.0,Substantial,2
72606,20120906X93849,Accident,ANC12CA102,2012-08-31,"Aniak, AK",United States,604839N,0161511W,,,Non-Fatal,Substantial,Airplane,N3615M,Piper,PA-12,No,1.0,Reciprocating,091,,Personal,Lon P. Pogue,0.0,0.0,0.0,1.0,VMC,,"The pilot's excessive use of brakes during the landing roll, which resulted in a nose over.",25-09-2020,2012,AK,NW,1.0,0.0,0.0,Substantial,2
72608,20120920X30613,Accident,ANC12CA109,2012-08-31,"Healy, AK",United States,064730N,0147474W,,,Non-Fatal,Substantial,Airplane,N1620A,Piper,PA-18,No,1.0,Reciprocating,091,,Personal,BEAVER DAVID W,0.0,0.0,0.0,2.0,VMC,,"The pilot's selection of unsuitable terrain for takeoff, resulting in an aborted takeoff and collision with terrain.",25-09-2020,2012,AK,NW,2.0,0.0,0.0,Substantial,2
72614,20120904X64842,Accident,CEN12FA601,2012-09-01,"Brighton, MI",United States,423411N,0834642W,45G,Brighton Airport,Fatal,Substantial,Airplane,N82383,Aeronca,7AC,No,1.0,Reciprocating,091,,Personal,ON FILE,1.0,0.0,1.0,0.0,VMC,,"The pilots failure to maintain airspeed following a partial loss of engine power for reasons that could not be determined during postaccident examination, which resulted in an aerodynamic stall and loss of airplane control. Contributing to the severity of the pilots head injuries was the failure of the shoulder harness assembly.",25-09-2020,2012,MI,NE,2.0,50.0,50.0,Substantial,2
72616,20120904X71601,Accident,ERA12LA545,2012-09-01,"East Bend, NC",United States,036831N,0803155W,,Private Airstrip,Non-Fatal,Substantial,Airplane,N377SP,Cessna,172E,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,A total loss of engine power during the initial climb after takeoff for reasons that could not be determined because examination of the engine did not reveal any anomalies that would have precluded normal operation.,25-09-2020,2012,NC,SE,2.0,0.0,100.0,Substantial,2
72619,20120907X24431,Accident,CEN12CA614,2012-09-01,"Lancaster, TX",United States,323439N,0096433W,LNC,Lancaster Regional Airport,Non-Fatal,Substantial,Airplane,N4431F,Cessna,L-19E,No,1.0,Reciprocating,091,,Personal,Brian I. Hague,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground loop.",25-09-2020,2012,TX,SW,1.0,0.0,0.0,Substantial,2
72624,20120903X93301,Accident,WPR12CA389,2012-09-02,"Metaline Falls, WA",United States,485027N,0117172W,09S,Sullivan Lake,Non-Fatal,Substantial,Airplane,N42014,Cessna,182L,No,1.0,Reciprocating,091,,Personal,Jeff Gorman,0.0,2.0,0.0,0.0,VMC,,"The pilots inadequate compensation for a sudden wind shift during the landing roll, which resulted in a runway overrun.",25-09-2020,2012,WA,NW,2.0,0.0,100.0,Substantial,2
72625,20120904X11012,Accident,ANC12LA097,2012-09-02,"Coldfoot, AK",United States,006882N,1492831W,,,Non-Fatal,Substantial,Airplane,N82016,Piper,PA-18-150,No,1.0,Reciprocating,091,,Personal,PARSONS CHARLIE C,0.0,0.0,1.0,0.0,VMC,,The pilot's failure to maintain clearance from terrain while maneuvering to reverse course.,25-09-2020,2012,AK,NW,1.0,0.0,100.0,Substantial,2
72626,20120904X70212,Accident,ANC12CA099,2012-09-02,"Kenai, AK",United States,604922N,0151496W,,,Non-Fatal,Substantial,Airplane,N67178,Cessna,180,No,1.0,Reciprocating,091,,Personal,Garret Van Horne,0.0,0.0,0.0,2.0,VMC,,"The pilot's selection of unsuitable terrain for landing, which resulted in a nose over.",25-09-2020,2012,AK,NW,2.0,0.0,0.0,Substantial,2
72628,20120903X22010,Accident,ERA12LA543,2012-09-03,"Tillatoba, MS",United States,034029N,0895157W,,,Non-Fatal,Substantial,Airplane,N761YN,Cessna,T210M,No,1.0,Reciprocating,091,,Personal,BYRD KENNETH M,0.0,0.0,1.0,0.0,VMC,,"The pilot's improper fuel management and his decision to continue flight in deteriorating weather conditions with low fuel, which resulted in a total loss of engine power due to fuel exhaustion.",25-09-2020,2012,MS,SE,1.0,0.0,100.0,Substantial,2
72629,20120903X93718,Accident,WPR12CA390,2012-09-03,"Manzanita, OR",United States,454153N,1235547W,3S7,Nehalem Bay State,Non-Fatal,Substantial,Airplane,N353LS,Maule,MXT-7-180A,No,1.0,Reciprocating,091,,Personal,Jeremy Davidson,0.0,0.0,0.0,4.0,VMC,,"The pilots inadequate compensation for the crosswind during landing, which resulted in a loss of directional control.",25-09-2020,2012,OR,NW,4.0,0.0,0.0,Substantial,2
72630,20120903X94646,Accident,WPR12LA391,2012-09-03,"Toledo, OR",United States,044370N,0123560W,5S4,Toledo State Airport,Non-Fatal,Substantial,Airplane,N3700V,Cessna,150M,No,1.0,Reciprocating,091,,Personal,HAGGERTY JACK C,0.0,0.0,1.0,0.0,VMC,,The pilots failure to maintain directional control of the airplane after landing.,25-09-2020,2012,OR,NW,1.0,0.0,100.0,Substantial,2
72633,20120905X42711,Accident,WPR12CA397,2012-09-03,"Spanish Fork, UT",United States,040830N,1113941W,U77,Spanish Fork Springvile Metro,Non-Fatal,Substantial,Airplane,N61819,Champion,7GC,No,1.0,Reciprocating,091,,Personal,Floyd Richey,0.0,0.0,0.0,2.0,VMC,,The pilots failure to maintain directional control during the landing roll.,25-09-2020,2012,UT,SW,2.0,0.0,0.0,Substantial,2
72638,20120903X33429,Accident,WPR12CA393,2012-09-04,"Spanoway, WA",United States,004750N,0122280W,S44,Spanaway,Non-Fatal,Substantial,Airplane,N4QC,Beech,95-55,No,2.0,Reciprocating,091,,Personal,James Postma,0.0,0.0,0.0,2.0,VMC,,The pilots failure to lower the landing gear prior to landing.,25-09-2020,2012,WA,NW,2.0,0.0,0.0,Substantial,2
72639,20120906X42322,Accident,WPR12CA400,2012-09-04,"Lancaster, CA",United States,344445N,1181312W,WJF,William J Fox,Non-Fatal,Substantial,Airplane,N308DF,Piper,PA-32-300,No,1.0,Reciprocating,091,,Personal,CANGIANO LORENE D,0.0,0.0,0.0,1.0,VMC,,The student pilots inadvertent selection of an empty fuel tank.,25-09-2020,2012,CA,SW,1.0,0.0,0.0,Substantial,2
72640,20120906X91956,Accident,WPR12CA401,2012-09-04,"Lewiston, ID",United States,462217N,0117033W,LWS,Lewiston-Nez Perce County Airp,Non-Fatal,Substantial,Airplane,N4798Z,Piper,PA-22-108,No,1.0,Reciprocating,091,,Personal,REETZ DUANE W,0.0,0.0,0.0,1.0,VMC,,"The pilots inadequate postmaintenance and preflight inspections, which resulted in the separation of the left main wheel after takeoff. Contributing to the accident was the improperly secured left main wheel spindle nut.",25-09-2020,2012,ID,NW,1.0,0.0,0.0,Substantial,2
72643,20120905X11820,Accident,ANC12CA101,2012-09-05,"Ekwok, AK",United States,059218N,1572825W,,,Non-Fatal,Substantial,Airplane,N4127Z,Piper,PA-18-150,No,1.0,Reciprocating,091,,Personal,BIERI MICHAEL J,0.0,1.0,0.0,0.0,VMC,,"The pilot's diverted attention during the initial climb, which resulted in a collision with trees.",25-09-2020,2012,AK,NW,1.0,0.0,100.0,Substantial,2
72649,20120906X82923,Accident,CEN12LA609,2012-09-05,"Hamilton, TX",United States,313957N,0098855W,MNZ,Hamilton Municipal Airport,Non-Fatal,Substantial,Airplane,N8260T,Cessna,175B,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The partial loss of engine power due to an exhaust valve that was stuck in the open position.,25-09-2020,2012,TX,SW,1.0,0.0,0.0,Substantial,2
72655,20120906X93725,Accident,ERA12LA549,2012-09-06,"Manville, NJ",United States,403128N,0743553W,47N,Central Jersey Regional,Non-Fatal,Substantial,Airplane,N6716L,Beech,76,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,2.0,0.0,VMC,,The pilots failure to maintain directional control during the landing and attempted go-around.,25-09-2020,2012,NJ,NE,2.0,0.0,100.0,Substantial,2
72666,20121015X52420,Accident,CEN12LA672,2012-09-07,"Horseshoe Bay, TX",United States,313738N,0982131W,DZB,Horseshoe Bay Resort Airport,Non-Fatal,Substantial,Airplane,N850ZM,Socata,TBM 700,No,1.0,Turbo Prop,091,,Personal,Randell D. Vinson,0.0,0.0,0.0,3.0,VMC,,"The off-centered right main landing gear ball joint, which resulted in the right main landing gear collapsing during landing.",25-09-2020,2012,TX,SW,3.0,0.0,0.0,Substantial,2
72667,20120908X23751,Accident,CEN12FA616,2012-09-08,"Kingsland, TX",United States,030411N,0982510W,44TE,Shirley Williams Airport,Fatal,Substantial,Airplane,N70108,Piper,J3C-65,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,The pilots failure to maintain adequate airspeed following a partial loss of engine power resulting from an  engine intake valve that became stuck open. Contributing to the accident was the pilots decision to operate the airplane when a required maintenance inspection was overdue. Contributing to the severity of the pilots injuries was his decision to operate the airplane without using the installed shoulder harness restraints.,,2012,TX,SW,1.0,100.0,0.0,Substantial,2
72669,20120908X81658,Accident,WPR12LA406,2012-09-08,"Durham, CA",United States,394110N,1214736W,PVT,Lake,Non-Fatal,Substantial,Airplane,N395AA,Aviat Aircraft Inc,A-1B,No,1.0,Reciprocating,091,,Personal,FALCON FINANCIAL SOLUTIONS,0.0,2.0,0.0,0.0,VMC,,A loss of engine power during takeoff initial climb for reasons that could not be determined because postaccident examination of the engine revealed no anomalies that would have precluded normal operation.,25-09-2020,2012,CA,SW,2.0,0.0,100.0,Substantial,2
72671,20120910X21348,Accident,CEN12CA618,2012-09-08,"Decatur, TX",United States,331515N,0973450W,KLUD,Decatur Municipal,Non-Fatal,Substantial,Airplane,N149G,Beech,V35,No,1.0,Reciprocating,091,,Personal,Private individual,0.0,0.0,0.0,1.0,VMC,,"The pilot's inattention during the landing roll, which resulted in retraction of the landing gear instead of the flaps.",25-09-2020,2012,TX,SW,1.0,0.0,0.0,Substantial,2
